Time,Sentiment
18:18:03,0.0
18:18:04,0.0
18:18:04,0.0
18:18:04,0.0
18:18:05,0.0
18:18:05,0.0
18:18:06,0.0
18:18:06,0.0
18:18:07,0.0
18:18:07,0.0
18:18:08,0.0
18:18:08,0.0
18:18:08,0.0
18:18:09,0.0
18:18:10,0.0
18:20:38,0.0
18:20:38,0.0
18:20:39,0.0
18:20:39,0.0
18:20:39,0.0
18:20:40,0.0
18:20:40,0.0
18:20:41,0.0
18:20:41,0.0
18:20:42,0.22727272727272727
18:20:42,0.22727272727272727
18:20:42,-0.03636363636363636
18:20:43,-0.03636363636363636
18:20:43,-0.03636363636363636
18:20:44,-0.03636363636363636
18:20:44,-0.03636363636363636
18:20:45,-0.03636363636363636
18:20:45,-0.03636363636363636
18:20:45,-0.03636363636363636
18:20:46,-0.03636363636363636
18:20:46,-0.024242424242424242
18:20:47,-0.024242424242424242
18:20:47,-0.024242424242424242
18:20:48,-0.024242424242424242
18:20:48,-0.024242424242424242
18:20:49,-0.024242424242424242
18:20:49,-0.1431818181818182
18:20:49,-0.1431818181818182
18:20:50,-0.1431818181818182
18:20:50,-0.1431818181818182
18:20:51,-0.1431818181818182
18:20:51,-0.1431818181818182
18:20:52,-0.1431818181818182
18:20:52,-0.1431818181818182
18:20:53,-0.17454545454545456
18:20:53,-0.17454545454545456
18:20:53,-0.17454545454545456
18:20:54,-0.17454545454545456
18:20:54,-0.17454545454545456
18:20:55,-0.17454545454545456
18:20:55,-0.17454545454545456
18:20:56,-0.17454545454545456
18:20:56,-0.19545454545454546
18:20:56,-0.19545454545454546
18:20:57,-0.19545454545454546
18:20:58,-0.19545454545454546
18:20:58,-0.125
18:20:58,-0.125
18:20:59,0.05113636363636363
18:20:59,0.05113636363636363
18:21:00,0.03409090909090909
18:21:00,0.03409090909090909
18:21:00,0.07556818181818181
18:21:01,0.22556818181818183
18:21:01,0.22556818181818183
18:21:02,0.2554545454545455
18:21:02,0.2554545454545455
18:21:03,0.2554545454545455
18:21:03,0.0
18:21:04,0.0
18:21:04,0.0
18:21:04,0.0
18:21:05,0.0
18:21:05,0.0
18:21:06,0.0
18:21:06,0.0
18:21:07,0.0
18:21:07,0.0
18:21:08,0.0
18:21:08,0.0
18:21:08,0.0
18:21:09,0.0
18:21:10,0.0
18:21:10,0.0
18:21:10,0.0
18:21:11,0.0
18:21:11,0.0
18:21:12,0.0
18:21:12,0.0
18:21:12,0.0
18:21:13,0.0
18:21:13,0.0
18:21:14,0.0
18:21:14,0.0
18:21:15,0.0
18:21:15,0.0
18:21:16,0.0
18:21:16,0.0
18:21:16,0.0
18:21:17,0.0
18:21:17,0.0
18:21:18,0.0
18:21:18,0.0
18:21:19,0.0
18:21:19,0.0
18:21:20,0.0
18:21:20,0.0
18:21:20,0.0
18:21:21,0.0
18:21:21,0.0
18:21:22,0.0
18:21:22,0.0
18:21:23,0.0
18:21:23,0.0
18:21:24,0.0
18:21:24,0.0
18:21:24,0.0
18:21:25,0.0
18:21:25,0.0
18:21:26,0.0
18:21:26,0.0
18:21:27,0.0
18:21:27,0.0
18:21:27,0.0
18:21:28,0.0
18:21:28,0.0
18:21:29,0.0
18:21:29,0.0
18:21:30,0.0
18:21:30,0.0
18:21:31,0.0
18:21:31,0.0
18:21:31,0.0
18:21:32,0.0
18:21:33,0.0
18:21:33,0.0
18:21:33,0.0
18:21:34,0.0
18:21:34,0.0
18:21:35,0.0
18:21:35,0.22727272727272727
18:21:35,-0.03636363636363636
18:21:36,-0.03636363636363636
18:21:36,-0.03636363636363636
18:21:37,-0.03636363636363636
18:21:37,-0.03636363636363636
18:21:38,0.0
18:21:38,0.0
18:21:39,0.0
18:21:39,0.0
18:21:39,0.0
18:21:40,0.0
18:21:40,0.0
18:21:41,0.0
18:21:41,0.0
18:21:42,0.0
18:21:42,0.0
18:21:43,0.0
18:21:43,0.0
18:21:43,-0.5
18:21:44,-0.5
18:21:45,-0.5
18:21:45,0.0
18:21:45,0.0
18:21:46,0.5
18:21:46,0.5
18:21:47,0.5
18:21:47,0.25
18:21:47,0.25
18:21:48,0.16666666666666666
18:21:48,0.16666666666666666
18:21:49,0.125
18:21:49,0.125
18:21:50,0.1
18:21:50,0.1
18:21:51,0.1
18:21:51,0.16666666666666666
18:21:51,0.16666666666666666
18:21:52,0.16666666666666666
18:21:52,0.16666666666666666
18:21:53,0.16666666666666666
18:21:53,0.16666666666666666
18:21:54,0.16666666666666666
18:21:54,0.0
18:21:55,0.0
18:21:55,0.0
18:21:55,0.0
18:21:56,0.0
18:21:56,0.0
18:21:57,0.0
18:21:57,0.0
18:21:58,0.0
18:21:58,0.0
18:21:58,0.0
18:21:59,0.04
18:21:59,0.05714285714285714
18:22:00,0.05714285714285714
18:22:00,0.05714285714285714
18:22:01,0.05714285714285714
18:22:01,0.05714285714285714
18:22:02,0.0
18:22:02,0.0
18:22:02,0.0
18:22:03,0.0
18:22:03,0.0
18:22:04,0.0
18:22:04,0.0
18:22:05,0.0
18:22:05,0.0
18:22:06,0.0
18:22:06,0.0
18:22:06,0.0
18:22:07,0.0
18:22:07,0.0
18:22:08,0.0
18:22:08,0.0
18:22:09,0.0
18:22:09,0.0
